onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
18.419	0	1	SparseCorrect	NA	shift	2.58	9.65	6	57.9
30.699	0	1	DenseCorrect	NA	gut	4.11	8.22	24	197.28
36.839	0	1	DenseCorrect	NA	made	2.4	12.51	24	300.24
42.978	0	1	SparseCorrect	NA	crutch	4.41	6.38	6	38.28
49.117	0	1	DenseCorrect	NA	hit	3.96	11.07	33	365.31
55.257	0	1	DenseCorrect	NA	loan	3.66	9.16	33	302.28
61.397	0	1	DenseCorrect	NA	toll	3.4	8.93	33	294.69
67.537	0	1	DenseCorrect	NA	wire	4.64	9.72	22	213.84
73.676	0	1	DenseCorrect	NA	tight	2.22	9.87	30	296.1
79.816	0	1	DenseCorrect	NA	fan	4.7	10.53	21	221.13
92.096	0	1	SparseIncorrect	NA	shelf	4.85	8.64	6	51.84
98.236	0	1	SparseCorrect	NA	small	2.76	11.98	5	59.9
110.515	0	1	DenseCorrect	NA	nine	4.46	9.6	21	201.6
116.655	0	1	noise	NA	null	-1	-1	-1	-1
128.935	0	1	DenseCorrect	NA	kick	4.1	9.9	28	277.2
135.073	0	1	SparseCorrect	NA	gasp	4	7.89	6	47.34
141.213	0	1	noise	NA	null	-1	-1	-1	-1
147.353	0	1	SparseCorrect	NA	void	2.33	10.04	4	40.16
153.493	0	1	noise	NA	null	-1	-1	-1	-1
159.633	0	1	SparseCorrect	NA	push	3.68	9.87	5	49.35
165.772	0	1	DenseCorrect	NA	knight	3.67	9.81	24	235.44
171.912	0	1	noise	NA	null	-1	-1	-1	-1
178.052	0	1	SparseIncorrect	NA	yield	2.48	8.73	4	34.92
184.192	0	1	SparseCorrect	NA	joint	3.45	9.6	5	48
190.332	0	1	SparseIncorrect	NA	probe	3.42	8.71	5	43.55
196.471	0	1	noise	NA	null	-1	-1	-1	-1
202.611	0	1	noise	NA	null	-1	-1	-1	-1
208.751	0	1	DenseIncorrect	NA	rub	3.93	8.35	23	192.05
214.891	0	1	SparseCorrect	NA	screw	3.79	9.16	4	36.64
221.031	0	1	noise	NA	null	-1	-1	-1	-1
227.171	0	1	SparseCorrect	NA	jeans	4.89	8.35	4	33.4
233.309	0	1	DenseCorrect	NA	but	1.68	14.57	35	509.95
239.449	0	1	DenseCorrect	NA	sin	1.66	9.77	31	302.87
245.589	0	1	SparseCorrect	NA	cute	2.5	9.31	6	55.86
251.729	0	1	SparseCorrect	NA	royal	2.71	9.78	3	29.34
264.008	0	1	DenseCorrect	NA	cheek	4.83	8.18	21	171.78
270.148	0	1	SparseIncorrect	NA	coax	2.46	7.64	6	45.84
276.288	0	1	DenseCorrect	NA	hum	4.23	7.96	25	199
282.428	0	1	noise	NA	null	-1	-1	-1	-1
288.568	0	1	DenseIncorrect	NA	bake	4.21	7.84	29	227.36
300.847	0	1	SparseCorrect	NA	pulse	4	8.61	2	17.22
313.127	0	1	SparseIncorrect	NA	shield	4.52	9.55	4	38.2
319.266	0	1	DenseCorrect	NA	take	2.86	12.71	25	317.75
325.405	0	1	SparseCorrect	NA	mute	2.83	7.23	6	43.38
331.545	0	1	noise	NA	null	-1	-1	-1	-1
337.685	0	1	DenseIncorrect	NA	shear	3.17	6.81	26	177.06
343.825	0	1	DenseCorrect	NA	toot	3.32	5.55	27	149.85
349.965	0	1	SparseCorrect	NA	wax	4.83	8.59	4	34.36
356.104	0	1	SparseIncorrect	NA	square	4.15	9.85	3	29.55
368.384	0	1	noise	NA	null	-1	-1	-1	-1
