onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	SparseCorrect	NA	hoof	4.79	6.06	5	30.3
18.419	0	1	SparseCorrect	NA	fraud	4.64	8.94	4	35.76
24.558	0	1	noise	NA	null	-1	-1	-1	-1
30.698	0	1	DenseCorrect	NA	sheet	4.86	9.74	23	224.02
36.837	0	1	noise	NA	null	-1	-1	-1	-1
42.977	0	1	SparseCorrect	NA	squaw	3.88	5.87	2	11.74
49.116	0	1	noise	NA	null	-1	-1	-1	-1
55.255	0	1	SparseCorrect	NA	craft	3.33	8.84	4	35.36
61.394	0	1	SparseCorrect	NA	spark	4.07	8.09	5	40.45
67.534	0	1	SparseCorrect	NA	ranch	4.62	8.2	5	41
73.673	0	1	DenseCorrect	NA	fate	1.33	9.05	29	262.45
85.953	0	1	DenseCorrect	NA	rye	4.68	7.14	37	264.18
98.232	0	1	DenseIncorrect	NA	bell	4.96	10.12	27	273.24
104.371	0	1	noise	NA	null	-1	-1	-1	-1
110.511	0	1	SparseCorrect	NA	yeast	4.57	8.84	4	35.36
128.929	0	1	DenseCorrect	NA	might	2.21	12.53	28	350.84
135.069	0	1	DenseCorrect	NA	lamb	4.93	8.14	27	219.78
141.207	0	1	DenseCorrect	NA	grate	4.79	6.6	21	138.6
147.347	0	1	DenseCorrect	NA	read	3.37	12.58	28	352.24
153.486	0	1	DenseCorrect	NA	dull	2.33	8.44	23	194.12
159.626	0	1	noise	NA	null	-1	-1	-1	-1
184.184	0	1	noise	NA	null	-1	-1	-1	-1
190.324	0	1	SparseCorrect	NA	from	3.93	14.45	5	72.25
196.463	0	1	DenseIncorrect	NA	tyke	3.88	4.71	25	117.75
202.603	0	1	SparseCorrect	NA	weird	2.09	9.69	5	48.45
214.882	0	1	DenseCorrect	NA	shell	4.74	10.52	21	220.92
221.021	0	1	DenseCorrect	NA	main	2.33	11.21	31	347.51
227.161	0	1	noise	NA	null	-1	-1	-1	-1
233.3	0	1	noise	NA	null	-1	-1	-1	-1
239.439	0	1	SparseCorrect	NA	stout	3.16	7.57	6	45.42
245.579	0	1	DenseCorrect	NA	rod	4.35	9.88	21	207.48
251.718	0	1	DenseIncorrect	NA	curl	4.22	7.12	23	163.76
257.858	0	1	SparseCorrect	NA	proof	2.44	10.27	4	41.08
263.997	0	1	SparseIncorrect	NA	learned	2.18	10.25	4	41
270.137	0	1	SparseCorrect	NA	noise	3.32	9.94	4	39.76
276.276	0	1	SparseCorrect	NA	cost	2.25	11.51	5	57.55
282.416	0	1	SparseCorrect	NA	smile	4.35	9.42	5	47.1
294.695	0	1	DenseCorrect	NA	lace	4.81	8.1	29	234.9
300.835	0	1	SparseCorrect	NA	fierce	2.39	7.78	6	46.68
306.974	0	1	DenseCorrect	NA	chick	4.93	8.06	23	185.38
313.114	0	1	noise	NA	null	-1	-1	-1	-1
325.392	0	1	DenseIncorrect	NA	pose	3.17	8.38	21	175.98
331.531	0	1	SparseCorrect	NA	cross	3.83	10.3	5	51.5
337.671	0	1	SparseCorrect	NA	huge	3.07	10.55	2	21.1
343.81	0	1	DenseIncorrect	NA	beat	3.97	10.41	33	343.53
349.95	0	1	DenseCorrect	NA	men	4.7	11.5	27	310.5
356.089	0	1	SparseCorrect	NA	theft	2.67	8.49	4	33.96
362.229	0	1	DenseCorrect	NA	lit	3.53	8.59	37	317.83
368.368	0	1	SparseCorrect	NA	stand	3.57	10.79	3	32.37
374.508	0	1	noise	NA	null	-1	-1	-1	-1
