onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.28	0	1	SparseCorrect	NA	mesh	4.27	7.58	6	45.48
30.698	0	1	noise	NA	null	-1	-1	-1	-1
36.838	0	1	SparseCorrect	NA	gift	4.45	9.37	5	46.85
42.978	0	1	noise	NA	null	-1	-1	-1	-1
49.117	0	1	DenseCorrect	NA	sake	2.62	9.35	28	261.8
55.257	0	1	SparseIncorrect	NA	plague	3.21	8.46	5	42.3
61.397	0	1	SparseCorrect	NA	step	3.7	10.69	6	64.14
67.537	0	1	DenseCorrect	NA	sing	3.89	9.3	22	204.6
73.677	0	1	DenseCorrect	NA	scene	3.84	10.37	29	300.73
79.816	0	1	SparseCorrect	NA	spoil	2.43	7.48	6	44.88
85.956	0	1	DenseIncorrect	NA	tic	3.64	6.67	30	200.1
92.096	0	1	SparseCorrect	NA	tops	3.59	8.28	5	41.4
98.236	0	1	DenseCorrect	NA	coke	4.82	8.36	29	242.44
104.375	0	1	DenseCorrect	NA	toe	4.86	8.42	31	261.02
110.515	0	1	SparseCorrect	NA	change	2.63	11.96	3	35.88
122.794	0	1	DenseIncorrect	NA	boat	4.93	9.67	32	309.44
141.213	0	1	noise	NA	null	-1	-1	-1	-1
147.353	0	1	noise	NA	null	-1	-1	-1	-1
156.562	0	1	DenseCorrect	NA	war	3.48	11.6	29	336.4
162.702	0	1	DenseCorrect	NA	moat	4.65	7.73	31	239.63
168.842	0	1	DenseCorrect	NA	cent	4.18	8.75	22	192.5
174.982	0	1	SparseCorrect	NA	flaunt	2	5.75	1	5.75
181.121	0	1	SparseCorrect	NA	truth	1.57	10.87	5	54.35
187.261	0	1	DenseCorrect	NA	code	3	11.91	28	333.48
193.401	0	1	DenseCorrect	NA	tan	4.19	9.06	25	226.5
199.541	0	1	SparseIncorrect	NA	throb	2.54	5.73	1	5.73
205.679	0	1	DenseCorrect	NA	done	1.96	12.07	30	362.1
211.819	0	1	DenseIncorrect	NA	dare	2.24	9.09	26	236.34
217.959	0	1	SparseCorrect	NA	skunk	4.77	6.79	5	33.95
224.099	0	1	noise	NA	null	-1	-1	-1	-1
230.238	0	1	SparseCorrect	NA	clown	4.83	7.92	5	39.6
236.378	0	1	noise	NA	null	-1	-1	-1	-1
248.658	0	1	SparseCorrect	NA	stink	3.29	7.34	6	44.04
254.797	0	1	SparseCorrect	NA	child	4.7	11.08	4	44.32
260.937	0	1	noise	NA	null	-1	-1	-1	-1
267.077	0	1	SparseCorrect	NA	cloth	4.83	9.32	3	27.96
273.217	0	1	noise	NA	null	-1	-1	-1	-1
279.357	0	1	DenseIncorrect	NA	hug	4.1	8.24	21	173.04
285.496	0	1	SparseIncorrect	NA	blimp	4.69	5.76	1	5.76
291.636	0	1	noise	NA	null	-1	-1	-1	-1
303.915	0	1	DenseCorrect	NA	pearl	2.96	9.28	21	194.88
310.054	0	1	SparseIncorrect	NA	cramp	3.96	5.95	6	35.7
316.194	0	1	DenseCorrect	NA	hat	4.86	9.37	34	318.58
322.334	0	1	SparseIncorrect	NA	stunt	3	7.43	2	14.86
328.474	0	1	SparseIncorrect	NA	vault	4.45	9.15	6	54.9
334.613	0	1	SparseCorrect	NA	swung	3.1	7.15	5	35.75
346.893	0	1	noise	NA	null	-1	-1	-1	-1
353.033	0	1	DenseCorrect	NA	coal	4.65	8.48	35	296.8
371.452	0	1	DenseIncorrect	NA	mass	3.24	10.43	26	271.18
377.592	0	1	DenseCorrect	NA	shine	3.6	8.07	21	169.47
