onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.28	0	1	DenseCorrect	NA	rye	4.68	7.14	37	264.18
18.419	0	1	SparseIncorrect	NA	fraud	4.64	8.94	4	35.76
24.559	0	1	DenseCorrect	NA	fate	1.33	9.05	29	262.45
30.699	0	1	DenseCorrect	NA	main	2.33	11.21	31	347.51
42.977	0	1	SparseCorrect	NA	noise	3.32	9.94	4	39.76
49.117	0	1	noise	NA	null	-1	-1	-1	-1
55.256	0	1	noise	NA	null	-1	-1	-1	-1
61.396	0	1	SparseCorrect	NA	stout	3.16	7.57	6	45.42
67.536	0	1	noise	NA	null	-1	-1	-1	-1
73.675	0	1	SparseCorrect	NA	cost	2.25	11.51	5	57.55
79.815	0	1	DenseIncorrect	NA	dull	2.33	8.44	23	194.12
85.955	0	1	SparseCorrect	NA	hoof	4.79	6.06	5	30.3
104.374	0	1	SparseCorrect	NA	smile	4.35	9.42	5	47.1
110.513	0	1	SparseCorrect	NA	cross	3.83	10.3	5	51.5
116.653	0	1	DenseIncorrect	NA	tyke	3.88	4.71	25	117.75
122.793	0	1	noise	NA	null	-1	-1	-1	-1
128.931	0	1	DenseCorrect	NA	curl	4.22	7.12	23	163.76
135.071	0	1	noise	NA	null	-1	-1	-1	-1
141.211	0	1	noise	NA	null	-1	-1	-1	-1
147.351	0	1	SparseCorrect	NA	craft	3.33	8.84	4	35.36
165.77	0	1	SparseCorrect	NA	ranch	4.62	8.2	5	41
171.909	0	1	DenseIncorrect	NA	sheet	4.86	9.74	23	224.02
178.049	0	1	SparseCorrect	NA	yeast	4.57	8.84	4	35.36
184.189	0	1	DenseCorrect	NA	beat	3.97	10.41	33	343.53
190.328	0	1	SparseIncorrect	NA	weird	2.09	9.69	5	48.45
196.468	0	1	DenseCorrect	NA	lit	3.53	8.59	37	317.83
208.747	0	1	DenseCorrect	NA	read	3.37	12.58	28	352.24
214.887	0	1	SparseIncorrect	NA	proof	2.44	10.27	4	41.08
221.027	0	1	DenseIncorrect	NA	pose	3.17	8.38	21	175.98
227.165	0	1	DenseIncorrect	NA	chick	4.93	8.06	23	185.38
245.584	0	1	DenseCorrect	NA	grate	4.79	6.6	21	138.6
251.724	0	1	noise	NA	null	-1	-1	-1	-1
257.864	0	1	noise	NA	null	-1	-1	-1	-1
264.003	0	1	SparseIncorrect	NA	learned	2.18	10.25	4	41
270.143	0	1	SparseIncorrect	NA	stand	3.57	10.79	3	32.37
276.283	0	1	DenseIncorrect	NA	lamb	4.93	8.14	27	219.78
282.422	0	1	noise	NA	null	-1	-1	-1	-1
288.562	0	1	DenseIncorrect	NA	bell	4.96	10.12	27	273.24
300.841	0	1	SparseIncorrect	NA	theft	2.67	8.49	4	33.96
306.981	0	1	DenseCorrect	NA	men	4.7	11.5	27	310.5
313.12	0	1	DenseCorrect	NA	lace	4.81	8.1	29	234.9
319.259	0	1	noise	NA	null	-1	-1	-1	-1
325.399	0	1	SparseCorrect	NA	huge	3.07	10.55	2	21.1
331.539	0	1	DenseCorrect	NA	shell	4.74	10.52	21	220.92
343.818	0	1	DenseCorrect	NA	rod	4.35	9.88	21	207.48
349.958	0	1	SparseCorrect	NA	from	3.93	14.45	5	72.25
356.097	0	1	DenseCorrect	NA	might	2.21	12.53	28	350.84
362.237	0	1	SparseCorrect	NA	fierce	2.39	7.78	6	46.68
368.377	0	1	SparseCorrect	NA	squaw	3.88	5.87	2	11.74
374.516	0	1	SparseCorrect	NA	spark	4.07	8.09	5	40.45
